navigation,pid,tid,jid,distance,n_interactions,time_ms
swipe,3REMHMO,5,3,13,15,6474
swipe,3REMHMO,5,4,-14,14,6378
burger,33Q7Q69,0,0,-5,2,33570
burger,33Q7Q69,0,1,5,1,7008
burger,33Q7Q69,0,2,5,1,4490
burger,33Q7Q69,0,3,-5,1,5138
burger,33Q7Q69,0,4,-5,1,4432
burger,33Q7Q69,1,0,2,1,5049
burger,33Q7Q69,1,1,-1,1,3441
burger,33Q7Q69,1,2,-2,1,3021
burger,33Q7Q69,1,3,-3,1,2965
burger,33Q7Q69,1,4,2,1,2920
burger,33Q7Q69,2,0,-4,1,4884
burger,33Q7Q69,2,1,5,1,3768
burger,33Q7Q69,2,2,5,1,3043
burger,33Q7Q69,2,3,6,2,18283
burger,33Q7Q69,2,4,-5,1,5146
burger,33Q7Q69,3,0,9,1,13233
burger,33Q7Q69,3,1,8,1,4340
burger,33Q7Q69,3,2,-7,1,4168
burger,33Q7Q69,3,3,-8,2,15524
burger,33Q7Q69,3,4,-8,1,6939
burger,33Q7Q69,4,0,-11,1,8331
burger,33Q7Q69,4,1,-11,1,3959
burger,33Q7Q69,4,2,10,1,3441
burger,33Q7Q69,4,3,-12,1,3855
burger,33Q7Q69,4,4,11,1,3439
burger,33Q7Q69,5,0,14,1,10924
burger,33Q7Q69,5,1,-15,1,5965
burger,33Q7Q69,5,2,-14,1,4513
burger,33Q7Q69,5,3,13,1,5716
burger,33Q7Q69,5,4,-14,1,4942
swipe,2GNEJNC,0,0,-5,6,27963
swipe,2GNEJNC,0,1,5,5,7704
swipe,2GNEJNC,0,2,5,5,5240
swipe,2GNEJNC,0,3,-5,5,4696
swipe,2GNEJNC,0,4,-5,5,4827
swipe,2GNEJNC,1,0,2,2,8709
swipe,2GNEJNC,1,1,-1,1,2011
swipe,2GNEJNC,1,2,-2,2,3596
swipe,2GNEJNC,1,3,-3,3,5533
swipe,2GNEJNC,1,4,2,2,3239
swipe,2GNEJNC,2,0,-4,4,6267
swipe,2GNEJNC,2,1,5,5,3691
swipe,2GNEJNC,2,2,5,5,4274
swipe,2GNEJNC,2,3,6,6,4520
swipe,2GNEJNC,2,4,-5,5,3602
swipe,2GNEJNC,3,0,9,9,10088
swipe,2GNEJNC,3,1,8,8,5255
swipe,2GNEJNC,3,2,-7,7,5508
swipe,2GNEJNC,3,3,-8,8,5307
swipe,2GNEJNC,3,4,-8,8,5360
swipe,2GNEJNC,4,0,-11,11,8269
swipe,2GNEJNC,4,1,-11,11,6495
swipe,2GNEJNC,4,2,10,10,5814
swipe,2GNEJNC,4,3,-12,12,7865
swipe,2GNEJNC,4,4,11,11,5712
swipe,2GNEJNC,5,0,14,14,9289
swipe,2GNEJNC,5,1,-15,15,9409
swipe,2GNEJNC,5,2,-14,16,14819
swipe,2GNEJNC,5,3,13,13,6630
swipe,2GNEJNC,5,4,-14,14,7279
